,Id,Age,Gender,Marital_status,Num_comp_worked,Work_Experience,Last_salary,Salary_hike,Work_hours,Traveling_required,NoticePeriod_buyout,Job_type,Whether_comp_Possess_vehicle,Work_location,Traveltowork_distance_._time,Work_area_living_cost,Public_transport_nearby,Current_employment,Offer_letter_Processtime.week.,Bonus,Allowance,Overtime_pay,Emp_shares_scheme,Performance_incentive,Annual_leave,Medical_Family,Child_day_care,Nursing_room,Parking,Comp_size,Comp_rating,Work_life,Stresslevel,Accept_offer
782,783,34-40,Male,Single,0 to 2,5,7-10 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Far,Average,No,Working,3,No,No,No,No,No,More than 12 days,No,No,No,Yes,4,2,3,4,Yes
783,784,27-33,Female,Single,0 to 2,2,3.5-7 K,<25%,Mon-Fri,Yes,No,Contract,No,Town,Average,Low Cost,No,Unemployed/resigned,3,No,No,No,No,No,More than 12 days,No,No,Yes,No,4,4,4,1,No
784,785,27-33,Female,Married,0 to 2,5,3.5-7 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Town,Average,High Cost,Yes,Unemployed/resigned,4,No,No,Yes,No,Yes,More than 12 days,No,No,No,No,4,2,3,4,No
785,786,27-33,Male,Married,0 to 2,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,No,Yes,Yes,More than 12 days,No,No,No,Yes,4,2,1,4,No
786,787,34-40,Male,Married,3 to 5,8 above,7-10 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Far,High Cost,No,Working,3,No,No,No,No,Yes,Less than 12 days,No,No,No,No,2,3,2,4,No
787,788,27-33,Male,Married,0 to 2,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,No,Yes,Yes,More than 12 days,No,No,No,Yes,4,2,1,4,No
788,789,19-26,Female,Married,0 to 2,2,3.5-7 K,25-50%,24/7 Operation,No,No,Contract,Yes,Business Center,Average,High Cost,Yes,Working,2,No,Yes,No,No,Yes,Less than 12 days,No,No,No,No,2,2,0,1,No
789,790,27-33,Female,Married,3 to 5,5,7-10 K,50-75%,Mon-Fri,No,No,Permanent,Yes,Outskirt  Town,Average,Low Cost,Yes,Working,3,No,No,No,No,Yes,More than 12 days,Yes,No,Yes,Yes,3,1,0,3,Yes
790,791,19-26,Male,Single,0 to 2,5,3.5-7 K,<25%,Mon-Fri,Yes,No,Permanent,Yes,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,Yes,More than 12 days,No,No,No,No,3,0,3,2,No
791,792,19-26,Female,Married,0 to 2,5,1-3.5 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Town,Near,Average,Yes,Unemployed/resigned,3,Yes,No,No,No,Yes,Less than 12 days,No,No,No,Yes,1,2,4,2,Yes
792,793,34-40,Male,Single,6 to 8,8,10-15 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More than 12 days,No,No,No,Yes,0,1,0,3,Yes
793,794,19-26,Male,Single,0 to 2,5,3.5-7 K,25-50%,24/7 Operation,No,No,Contract,Yes,Town,Average,High Cost,No,Working,2,Yes,Yes,No,No,Yes,Less than 12 days,No,No,No,No,2,2,0,1,No
794,795,34-40,Male,Married,9 above,8 above,10-15 K,75-100%,Flexible Hours,No,No,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More than 12 days,Yes,No,No,Yes,3,1,1,4,Yes
795,796,34-40,Male,Single,6 to 8,8,10-15 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More than 12 days,No,No,No,Yes,0,1,0,3,Yes
796,797,27-33,Male,Married,0 to 2,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,No,Yes,Yes,More than 12 days,No,No,No,Yes,4,2,1,4,No
797,798,19-26,Female,Married,0 to 2,8,3.5-7 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Business Center,Average,Average,Yes,Working,3,No,No,No,No,No,More than 12 days,No,Yes,No,No,0,3,3,1,Yes
798,799,19-26,Female,Single,0 to 2,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Center,Average,Average,Yes,Working,3,No,No,No,Yes,Yes,More than 12 days,No,No,Yes,No,3,4,2,2,No
799,800,27-33,Female,Single,0 to 2,8,15 K above,<25%,Mon-Fri,No,No,Permanent,Yes,Business Center,Average,Average,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,No,Yes,No,3,4,3,3,No
800,801,27-33,Female,Single,0 to 2,5,1-3.5 K,25-50%,Mon-Fri,Yes,Yes,Permanent,Yes,Town,Near,Average,Yes,Unemployed/resigned,2,Yes,No,No,No,Yes,More than 12 days,No,No,No,No,3,4,3,2,Yes
801,802,19-26,Female,Married,0 to 2,8,3.5-7 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Business Center,Average,Average,Yes,Working,3,No,No,No,No,No,More than 12 days,No,Yes,No,No,0,3,3,1,Yes
802,803,27-33,Female,Married,0 to 2,5,1-3.5 K,25-50%,Mon-Fri,No,Yes,Permanent,Yes,Town,Average,Average,No,Unemployed/resigned,3,Yes,No,No,No,No,More than 12 days,No,No,No,Yes,2,3,2,3,Yes
803,804,27-33,Female,Single,6 to 8,8,3.5-7 K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt  Town,Average,Average,No,Unemployed/resigned,3,No,Yes,No,No,No,More than 12 days,No,No,No,No,2,3,0,4,No
804,805,34-40,Female,Married,3 to 5,8 above,7-10 K,<25%,Mon-Fri,No,No,Permanent,Yes,Outskirt  Town,Far,Low Cost,Yes,Working,3,Yes,No,No,No,No,More than 12 days,Yes,No,No,Yes,3,3,2,3,No
805,806,34-40,Male,Single,3 to 5,5,15 K above,25-50%,24/7 Operation,Yes,No,Permanent,Yes,Business Center,Near,High Cost,No,Working,2,Yes,No,No,No,No,More than 12 days,No,No,No,Yes,2,2,0,4,No
806,807,19-26,Female,Married,0 to 2,5,3.5-7 K,25-50%,24/7 Operation,No,No,Contract,Yes,Business Center,Average,High Cost,Yes,Working,5,Yes,Yes,Yes,No,No,More than 12 days,No,Yes,No,Yes,4,3,3,3,No
807,808,27-33,Female,Single,0 to 2,5,3.5-7 K,50-75%,Mon-Fri,Yes,Yes,Contract,No,Business Center,Near,High Cost,No,Working,5,No,No,No,No,Yes,More than 12 days,No,No,No,No,2,1,3,4,No
808,809,34-40,Male,Single,0 to 2,5,15 K above,<25%,Mon-Fri,Yes,No,Contract,Yes,Business Center,Average,Average,No,Working,5,Yes,No,No,No,No,Less than 12 days,No,No,No,No,0,2,0,4,No
809,810,19-26,Male,Single,0 to 2,5,3.5-7 K,75-100%,24/7 Operation,No,Yes,Permanent,Yes,Business Center,Near,Low Cost,No,Working,5,No,Yes,No,No,Yes,More than 12 days,No,No,No,Yes,4,2,3,3,Yes
810,811,27-33,Female,Single,0 to 2,5,1-3.5 K,25-50%,Mon-Fri,Yes,Yes,Permanent,Yes,Town,Near,Average,Yes,Unemployed/resigned,2,Yes,No,No,No,Yes,More than 12 days,No,No,No,No,3,4,3,2,Yes
811,812,27-33,Female,Single,0 to 2,5,3.5-7 K,50-75%,Mon-Fri,Yes,Yes,Contract,No,Business Center,Near,High Cost,No,Working,5,No,No,No,No,Yes,More than 12 days,No,No,No,No,2,1,3,4,No
812,813,27-33,Male,Married,0 to 2,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,No,Yes,Yes,More than 12 days,No,No,No,Yes,4,2,1,4,No
813,814,27-33,Male,Married,3 to 5,5,7-10 K,25-50%,Mon-Fri,No,No,Contract,Yes,Town,Near,High Cost,No,Working,3,No,No,No,No,Yes,More than 12 days,No,No,No,Yes,4,4,3,1,Yes
814,815,34-40,Male,Single,9 above,8,15 K above,25-50%,Mon-Fri,No,No,Contract,Yes,Town,Near,Average,No,Working,5,No,No,No,No,No,More than 12 days,No,No,No,No,3,2,2,4,No
815,816,19-26,Male,Single,0 to 2,5,3.5-7 K,25-50%,Flexible Hours,Yes,No,Permanent,Yes,Town,Near,Average,No,Working,3,Yes,No,Yes,No,No,More than 12 days,No,No,No,Yes,3,2,3,2,Yes
816,817,27-33,Female,Married,3 to 5,8,3.5-7 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Town,Average,Low Cost,No,Working,3,Yes,No,No,No,Yes,More than 12 days,Yes,No,No,Yes,2,4,3,4,Yes
817,818,27-33,Female,Married,0 to 2,5,7-10 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Center,Near,Average,Yes,Working,2,No,No,No,No,No,Less than 12 days,No,No,No,No,0,1,1,4,No
818,819,19-26,Male,Single,0 to 2,5,3.5-7 K,100% above,24/7 Operation,No,Yes,Permanent,Yes,Business Center,Near,Average,No,Working,4,Yes,Yes,Yes,No,No,More than 12 days,No,No,No,No,3,4,4,3,Yes
819,820,34-40,Male,Married,3 to 5,8 above,7-10 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Far,High Cost,No,Working,3,No,No,No,No,Yes,Less than 12 days,No,No,No,No,2,3,2,4,No
820,821,19-26,Female,Married,0 to 2,2,1-3.5 K,<25%,Mon-Fri,No,No,Contract,No,Outskirt  Town,Far,Low Cost,No,Working,2,No,No,No,No,No,More than 12 days,No,No,Yes,No,4,2,3,2,No
821,822,27-33,Female,Single,0 to 2,5,7-10 K,25-50%,Mon-Fri,No,No,Contract,Yes,Town,Near,High Cost,No,Working,1,No,No,No,No,No,More than 12 days,No,No,No,Yes,1,1,3,3,No
822,823,27-33,Male,Married,3 to 5,8,3.5-7 K,<25%,Flexible Hours,No,No,Contract,Yes,Business Center,Near,High Cost,Yes,Working,3,Yes,No,Yes,Yes,No,More than 12 days,No,No,No,No,3,1,3,3,No
823,824,19-26,Male,Single,0 to 2,2,1-3.5 K,<25%,24/7 Operation,No,No,Contract,No,Outskirt  Town,Far,Average,No,Working,2,No,No,No,No,No,More than 12 days,No,No,No,Yes,4,1,3,1,No
824,825,19-26,Female,Married,6 to 8,5,3.5-7 K,25-50%,24/7 Operation,No,No,Permanent,No,Outskirt  Town,Average,High Cost,No,Working,3,No,No,No,No,No,Less than 12 days,No,No,No,Yes,1,2,3,2,No
825,826,19-26,Female,Single,3 to 5,5,3.5-7 K,75-100%,24/7 Operation,No,Yes,Permanent,No,Town,Near,Average,Yes,Working,5,No,Yes,No,Yes,Yes,More than 12 days,No,No,Yes,No,3,3,2,4,Yes
826,827,19-26,Male,Single,3 to 5,2,3.5-7 K,25-50%,Flexible Hours,Yes,No,Permanent,Yes,Outskirt  Town,Average,Low Cost,No,Working,3,Yes,No,Yes,Yes,No,More than 12 days,No,No,No,Yes,3,3,2,3,Yes
827,828,34-40,Male,Single,3 to 5,8 above,7-10 K,50-75%,24/7 Operation,No,Yes,Contract,Yes,Town,Average,Average,Yes,Working,3,Yes,Yes,No,No,No,More than 12 days,No,No,No,No,4,2,4,2,No
828,829,19-26,Female,Married,0 to 2,5,3.5-7 K,50-75%,Flexible Hours,No,Yes,Permanent,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,No,Yes,No,3,2,2,3,Yes
829,830,19-26,Female,Single,0 to 2,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,More than 12 days,No,No,Yes,Yes,4,4,2,4,Yes
830,831,27-33,Female,Married,0 to 2,5,1-3.5 K,50-75%,24/7 Operation,No,Yes,Permanent,Yes,Business Center,Near,High Cost,No,Working,3,Yes,Yes,No,No,No,More than 12 days,No,No,No,No,1,1,1,4,Yes
831,832,27-33,Female,Married,0 to 2,8,7-10 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Far,High Cost,No,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,No,3,4,4,2,Yes
832,833,34-40,Male,Married,3 to 5,8 above,15 K above,25-50%,Mon-Fri,No,Yes,Permanent,Yes,Outskirt  Town,Average,High Cost,Yes,Working,4,Yes,No,Yes,No,No,More than 12 days,Yes,No,No,Yes,4,2,2,3,Yes
833,834,27-33,Female,Married,0 to 2,5,3.5-7 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Town,Average,Average,Yes,Working,3,No,No,No,No,No,More than 12 days,No,No,Yes,No,4,3,4,2,Yes
834,835,19-26,Male,Single,0 to 2,2,3.5-7 K,<25%,Mon-Fri,No,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More than 12 days,No,No,No,No,4,0,3,1,No
835,836,27-33,Male,Single,0 to 2,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Near,High Cost,No,Unemployed/resigned,3,Yes,No,No,Yes,No,More than 12 days,No,No,No,Yes,4,4,0,2,No
836,837,19-26,Female,Married,0 to 2,5,3.5-7 K,50-75%,24/7 Operation,Yes,Yes,Permanent,No,Town,Average,High Cost,No,Working,2,Yes,Yes,No,No,No,More than 12 days,No,Yes,No,No,4,2,2,2,No
837,838,34-40,Male,Single,3 to 5,8 above,7-10 K,50-75%,24/7 Operation,No,Yes,Contract,Yes,Town,Average,Average,Yes,Working,3,Yes,Yes,No,No,No,More than 12 days,No,No,No,No,4,2,4,2,No
838,839,27-33,Female,Married,0 to 2,5,3.5-7 K,<25%,24/7 Operation,No,Yes,Permanent,Yes,Town,Near,Low Cost,No,Unemployed/resigned,3,No,Yes,No,Yes,No,More than 12 days,No,No,No,No,3,2,3,4,No
839,840,27-33,Male,Single,0 to 2,5,7-10 K,25-50%,24/7 Operation,No,No,Permanent,No,Business Center,Near,High Cost,No,Working,3,No,No,No,No,No,More than 12 days,No,Yes,No,Yes,4,4,3,4,No
840,841,27-33,Female,Married,0 to 2,5,3.5-7 K,<25%,Mon-Fri,No,No,Contract,Yes,Outskirt  Town,Near,Average,No,Unemployed/resigned,3,Yes,No,No,No,No,More than 12 days,No,No,Yes,No,3,2,3,2,No
841,842,27-33,Female,Single,0 to 2,5,1-3.5 K,25-50%,Mon-Fri,Yes,Yes,Permanent,Yes,Town,Near,Average,Yes,Unemployed/resigned,2,Yes,No,No,No,Yes,More than 12 days,No,No,No,No,3,4,3,2,Yes
842,843,34-40,Female,Single,6 to 8,8 above,7-10 K,50-75%,Mon-Fri,Yes,No,Permanent,Yes,Business Center,Average,High Cost,No,Working,5,Yes,No,No,No,Yes,More than 12 days,Yes,Yes,Yes,Yes,4,4,3,4,Yes
843,844,34-40,Female,Married,6 to 8,8,10-15 K,50-75%,24/7 Operation,No,Yes,Permanent,Yes,Outskirt  Town,Far,High Cost,No,Working,3,No,No,No,No,No,More than 12 days,No,No,No,Yes,1,2,3,4,No
844,845,27-33,Male,Single,0 to 2,5,7-10 K,25-50%,Flexible Hours,Yes,No,Permanent,Yes,Town,Near,Average,No,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,Yes,3,2,3,4,Yes
845,846,27-33,Male,Single,9 above,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less than 12 days,No,No,No,No,3,3,3,2,No
846,847,27-33,Female,Single,3 to 5,5,3.5-7 K,50-75%,Flexible Hours,Yes,Yes,Permanent,Yes,Town,Average,Low Cost,No,Working,2,No,No,No,No,Yes,More than 12 days,Yes,No,No,No,2,4,3,4,No
847,848,19-26,Male,Single,0 to 2,5,3.5-7 K,75-100%,24/7 Operation,No,Yes,Permanent,Yes,Business Center,Near,Low Cost,No,Working,5,No,Yes,No,No,Yes,More than 12 days,No,No,No,Yes,4,2,3,3,Yes
848,849,27-33,Female,Single,0 to 2,5,3.5-7 K,50-75%,Mon-Fri,Yes,Yes,Contract,No,Business Center,Near,High Cost,No,Working,5,No,No,No,No,Yes,More than 12 days,No,No,No,No,2,1,3,4,No
849,850,34-40,Male,Married,3 to 5,8 above,15 K above,25-50%,Mon-Fri,No,Yes,Permanent,Yes,Outskirt  Town,Average,High Cost,Yes,Working,4,Yes,No,Yes,No,No,More than 12 days,Yes,No,No,Yes,4,2,2,3,Yes
850,851,34-40,Male,Married,3 to 5,8 above,7-10 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Far,High Cost,No,Working,3,No,No,No,No,Yes,Less than 12 days,No,No,No,No,2,3,2,4,No
851,852,27-33,Female,Single,0 to 2,2,3.5-7 K,<25%,Mon-Fri,Yes,Yes,Permanent,Yes,Outskirt  Town,Far,Average,No,Working,5,Yes,No,No,No,No,More than 12 days,No,No,Yes,No,4,1,0,4,No
852,853,27-33,Female,Married,0 to 2,5,3.5-7 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Town,Average,High Cost,Yes,Unemployed/resigned,4,No,No,Yes,No,Yes,More than 12 days,No,No,No,No,4,2,3,4,No
853,854,27-33,Male,Single,0 to 2,5,3.5-7 K,50-75%,Mon-Fri,Yes,Yes,Contract,Yes,Business Center,Far,Average,Yes,Working,3,No,No,No,No,No,More than 12 days,No,No,No,No,3,2,3,4,Yes
854,855,27-33,Female,Single,0 to 2,5,1-3.5 K,25-50%,Mon-Fri,Yes,Yes,Permanent,Yes,Town,Near,Average,Yes,Unemployed/resigned,2,Yes,No,No,No,Yes,More than 12 days,No,No,No,No,3,4,3,2,Yes
855,856,27-33,Male,Married,0 to 2,5,3.5-7 K,<25%,Mon-Fri,No,No,Contract,Yes,Outskirt  Town,Near,Average,No,Working,3,Yes,No,Yes,No,Yes,More than 12 days,No,No,No,No,3,1,4,3,No
856,857,34-40,Male,Single,3 to 5,5,15 K above,25-50%,24/7 Operation,Yes,No,Permanent,Yes,Business Center,Near,High Cost,No,Working,2,Yes,No,No,No,No,More than 12 days,No,No,No,Yes,2,2,0,4,No
857,858,34-40,Female,Married,3 to 5,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Average,Average,No,Working,3,Yes,No,No,No,No,More than 12 days,No,No,Yes,Yes,4,3,1,4,No
858,859,19-26,Female,Married,0 to 2,5,1-3.5 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Town,Near,Average,Yes,Unemployed/resigned,3,Yes,No,No,No,Yes,Less than 12 days,No,No,No,Yes,1,2,4,2,Yes
859,860,27-33,Male,Married,0 to 2,5,3.5-7 K,<25%,Mon-Fri,No,No,Contract,Yes,Outskirt  Town,Near,Average,No,Working,3,Yes,No,Yes,No,Yes,More than 12 days,No,No,No,No,3,1,4,3,No
860,861,19-26,Male,Single,0 to 2,8,3.5-7 K,100% above,Mon-Fri,Yes,Yes,Permanent,Yes,Business Center,Average,High Cost,No,Working,4,No,No,No,No,No,Less than 12 days,No,No,No,Yes,1,2,4,3,Yes
861,862,19-26,Male,Single,0 to 2,2,3.5-7 K,<25%,Mon-Fri,No,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More than 12 days,No,No,No,No,4,0,3,1,No
862,863,34-40,Male,Married,9 above,8 above,10-15 K,75-100%,Flexible Hours,No,No,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More than 12 days,Yes,No,No,Yes,3,1,1,4,Yes
863,864,27-33,Male,Married,0 to 2,8,3.5-7 K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt  Town,Average,Average,No,Unemployed/resigned,3,No,No,Yes,No,No,More than 12 days,No,No,No,No,3,1,3,3,No
864,865,34-40,Female,Married,3 to 5,8,3.5-7 K,25-50%,24/7 Operation,No,No,Contract,Yes,Outskirt  Town,Near,Average,Yes,Working,2,No,No,No,No,No,Less than 12 days,No,No,No,Yes,2,2,3,4,No
865,866,27-33,Female,Single,0 to 2,5,3.5-7 K,50-75%,Mon-Fri,Yes,Yes,Contract,No,Business Center,Near,High Cost,No,Working,5,No,No,No,No,Yes,More than 12 days,No,No,No,No,2,1,3,4,No
866,867,19-26,Male,Single,0 to 2,2,1-3.5 K,<25%,24/7 Operation,No,No,Contract,No,Outskirt  Town,Far,Average,No,Working,2,No,No,No,No,No,More than 12 days,No,No,No,Yes,4,1,3,1,No
867,868,34-40,Female,Single,6 to 8,8 above,7-10 K,50-75%,Mon-Fri,Yes,No,Permanent,Yes,Business Center,Average,High Cost,No,Working,5,Yes,No,No,No,Yes,More than 12 days,Yes,Yes,Yes,Yes,4,4,3,4,Yes
868,869,27-33,Female,Single,0 to 2,2,3.5-7 K,<25%,Mon-Fri,Yes,Yes,Permanent,Yes,Outskirt  Town,Far,Average,No,Working,5,Yes,No,No,No,No,More than 12 days,No,No,Yes,No,4,1,0,4,No
869,870,19-26,Female,Single,0 to 2,2,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,No,0,4,3,3,Yes
870,871,34-40,Female,Married,6 to 8,8,10-15 K,50-75%,24/7 Operation,No,Yes,Permanent,Yes,Outskirt  Town,Far,High Cost,No,Working,3,No,No,No,No,No,More than 12 days,No,No,No,Yes,1,2,3,4,No
871,872,27-33,Female,Married,3 to 5,8,7-10 K,50-75%,24/7 Operation,Yes,Yes,Contract,Yes,Town,Far,Average,No,Working,3,Yes,Yes,No,No,No,More than 12 days,No,No,Yes,Yes,4,3,4,2,No
872,873,19-26,Female,Married,0 to 2,8,3.5-7 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Business Center,Average,Average,Yes,Working,3,No,No,No,No,No,More than 12 days,No,Yes,No,No,0,3,3,1,Yes
873,874,34-40,Male,Married,9 above,8 above,10-15 K,75-100%,Flexible Hours,No,No,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More than 12 days,Yes,No,No,Yes,3,1,1,4,Yes
874,875,27-33,Female,Married,0 to 2,5,3.5-7 K,25-50%,Flexible Hours,Yes,No,Permanent,Yes,Town,Near,Average,No,Unemployed/resigned,1,No,No,Yes,No,No,Less than 12 days,No,No,No,Yes,3,1,3,3,No
875,876,27-33,Female,Single,0 to 2,5,1-3.5 K,25-50%,Mon-Fri,Yes,Yes,Permanent,Yes,Town,Near,Average,Yes,Unemployed/resigned,2,Yes,No,No,No,Yes,More than 12 days,No,No,No,No,3,4,3,2,Yes
876,877,27-33,Female,Married,0 to 2,5,3.5-7 K,<25%,24/7 Operation,No,Yes,Permanent,Yes,Town,Near,Low Cost,No,Unemployed/resigned,3,No,Yes,No,Yes,No,More than 12 days,No,No,No,No,3,2,3,4,No
877,878,27-33,Male,Single,0 to 2,2,3.5-7 K,25-50%,Mon-Fri,Yes,Yes,Permanent,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,No,4,2,3,1,Yes
878,879,27-33,Female,Single,6 to 8,8,3.5-7 K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt  Town,Average,Average,No,Unemployed/resigned,3,No,Yes,No,No,No,More than 12 days,No,No,No,No,2,3,0,4,No
879,880,27-33,Female,Married,3 to 5,8,7-10 K,50-75%,24/7 Operation,Yes,Yes,Contract,Yes,Town,Far,Average,No,Working,3,Yes,Yes,No,No,No,More than 12 days,No,No,Yes,Yes,4,3,4,2,No
880,881,27-33,Female,Single,0 to 2,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Average,Average,No,Working,3,No,No,No,No,No,Less than 12 days,No,No,No,Yes,2,0,2,4,No
881,882,27-33,Female,Single,0 to 2,8,3.5-7 K,100% above,24/7 Operation,No,Yes,Permanent,Yes,Business Center,Average,High Cost,Yes,Working,4,Yes,Yes,Yes,No,No,More than 12 days,No,Yes,No,No,3,3,4,2,Yes
882,883,34-40,Female,Married,3 to 5,8 above,7-10 K,<25%,Mon-Fri,No,No,Permanent,Yes,Outskirt  Town,Far,Low Cost,Yes,Working,3,Yes,No,No,No,No,More than 12 days,Yes,No,No,Yes,3,3,2,3,No
883,884,19-26,Female,Married,0 to 2,2,3.5-7 K,25-50%,Mon-Fri,No,No,Permanent,Yes,Town,Near,Low Cost,Yes,Working,3,Yes,No,Yes,No,Yes,More than 12 days,No,No,Yes,Yes,3,2,3,3,Yes
884,885,19-26,Female,Single,0 to 2,8,3.5-7 K,50-75%,Mon-Fri,Yes,Yes,Permanent,Yes,Business Center,Average,Average,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,Yes,No,No,0,3,4,2,Yes
885,886,19-26,Female,Single,0 to 2,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,Yes,Unemployed/resigned,3,Yes,No,No,No,No,More than 12 days,No,No,Yes,No,3,4,4,2,Yes
886,887,27-33,Male,Single,0 to 2,5,1-3.5 K,25-50%,Mon-Fri,Yes,Yes,Permanent,Yes,Town,Near,High Cost,Yes,Unemployed/resigned,2,Yes,Yes,No,No,No,More than 12 days,No,No,No,Yes,2,2,3,3,Yes
887,888,27-33,Male,Single,3 to 5,5,7-10 K,25-50%,24/7 Operation,Yes,No,Permanent,Yes,Business Center,Far,High Cost,No,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,No,3,2,0,3,No
888,889,27-33,Female,Married,0 to 2,5,3.5-7 K,<25%,Mon-Fri,No,No,Contract,Yes,Outskirt  Town,Near,Average,No,Unemployed/resigned,3,Yes,No,No,No,No,More than 12 days,No,No,Yes,No,3,2,3,2,No
889,890,27-33,Female,Single,0 to 2,8,15 K above,<25%,Mon-Fri,No,No,Permanent,Yes,Business Center,Average,Average,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,No,Yes,No,3,4,3,3,No
890,891,34-40,Male,Single,6 to 8,8,3.5-7 K,75-100%,Mon-Fri,No,Yes,Contract,Yes,Town,Average,Average,Yes,Working,4,No,Yes,No,Yes,Yes,More than 12 days,No,No,No,Yes,4,4,3,1,Yes
891,892,27-33,Female,Married,3 to 5,8,3.5-7 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Town,Average,Low Cost,No,Working,3,Yes,No,No,No,Yes,More than 12 days,Yes,No,No,Yes,2,4,3,4,Yes
892,893,27-33,Female,Single,9 above,8,10-15 K,75-100%,Flexible Hours,Yes,Yes,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,3,Yes,No,No,No,Yes,More than 12 days,Yes,No,No,No,3,2,1,4,No
893,894,27-33,Female,Single,0 to 2,2,3.5-7 K,<25%,Mon-Fri,Yes,No,Contract,No,Town,Average,Low Cost,No,Unemployed/resigned,3,No,No,No,No,No,More than 12 days,No,No,Yes,No,4,4,4,1,No
894,895,27-33,Female,Single,3 to 5,5,10-15 K,25-50%,Flexible Hours,Yes,No,Contract,Yes,Town,Near,Low Cost,Yes,Working,3,Yes,No,Yes,No,No,More than 12 days,Yes,No,Yes,No,3,2,3,3,Yes
895,896,27-33,Male,Single,0 to 2,2,3.5-7 K,25-50%,Mon-Fri,Yes,Yes,Permanent,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,No,4,2,3,1,Yes
896,897,19-26,Female,Married,0 to 2,2,1-3.5 K,<25%,Mon-Fri,No,No,Contract,No,Outskirt  Town,Far,Low Cost,No,Working,2,No,No,No,No,No,More than 12 days,No,No,Yes,No,4,2,3,2,No
897,898,27-33,Female,Single,3 to 5,8 above,15 K above,25-50%,Mon-Fri,No,No,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,4,Yes,No,Yes,No,No,More than 12 days,No,No,Yes,Yes,4,3,4,3,No
